,Seq,Datetime,Month,Weekday,Time,Description,Operator,Entry_Route,Exit,Product,Change,Balance,SB_Change,SB_Balance,Trip,bus_time
185,11,2014-10-15 09:45:00,10,Wednesday,9:45,Transfer,DASH Bus,9,,StoredValue FF,0.0,16.35,,,102,
186,12,2014-10-15 10:10:00,10,Wednesday,10:10,Transfer,DASH Bus,6,,StoredValue FF,0.0,16.35,,,102,
187,13,2014-10-15 17:42:00,10,Wednesday,17:42,Entry,DASH Bus,6,,StoredValue FF,-1.6,14.75,,,103,
188,14,2014-10-15 18:01:00,10,Wednesday,18:01,Transfer,Metrobus,28A,,StoredValue FF,-0.15,14.6,,,103,
189,15,2014-10-21 17:46:00,10,Tuesday,17:46,Entry,Metrobus,7P,,StoredValue FF,-1.75,12.85,,,104,
190,0,2014-10-21 21:11:00,10,Tuesday,21:11,Entry,Metrobus,16G,,StoredValue FF,-1.75,11.1,,,105,
191,1,2014-10-23 09:43:00,10,Thursday,9:43,Entry,Metrobus,28A,,StoredValue FF,-1.75,9.35,,,106,
192,2,2014-10-23 10:08:00,10,Thursday,10:08,Threshold Autoload,DASH Bus,6,,StoredValue FF,20.0,29.35,,,106,
193,3,2014-10-23 10:08:00,10,Thursday,10:08,Transfer,DASH Bus,6,,StoredValue FF,0.0,29.35,,,106,
194,4,2014-10-26 15:58:00,10,Sunday,15:58,Entry,Metrorail,Rosslyn,,StoredValue FF,0.0,29.35,,,107,
195,5,2014-10-26 16:32:00,10,Sunday,16:32,Exit,Metrorail,Rosslyn,King Street,StoredValue FF,-2.7,26.65,,,107,
196,6,2014-10-26 16:33:00,10,Sunday,16:33,Transfer,Metrobus,28A,,StoredValue FF,-1.25,25.4,,,107,
197,7,2014-11-09 11:14:00,11,Sunday,11:14,Entry,Metrobus,16P,,StoredValue FF,-1.75,23.65,,,108,0 days 00:36:00
198,8,2014-11-09 11:50:00,11,Sunday,11:50,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,23.65,,,108,
199,9,2014-11-09 12:15:00,11,Sunday,12:15,Exit,Metrorail,,L'Enfant Plaza,StoredValue FF,-1.25,22.4,,,108,
200,10,2014-11-09 15:36:00,11,Sunday,15:36,Entry,Metrorail,Gallery Place,,StoredValue FF,0.0,22.4,,,109,
201,11,2014-11-09 15:57:00,11,Sunday,15:57,Exit,Metrorail,Gallery Place,Dupont Circle,StoredValue FF,-1.75,20.65,,,109,
202,12,2014-11-09 17:21:00,11,Sunday,17:21,Transfer,DC Circulator,Georgetown - Union,,StoredValue FF,-0.5,20.15,,,109,
203,13,2014-11-09 23:13:00,11,Sunday,23:13,Entry,Metrorail,Gallery Place,,StoredValue FF,0.0,20.15,,,110,
204,14,2014-11-09 23:39:00,11,Sunday,23:39,Exit,Metrorail,Gallery Place,Pentagon,StoredValue FF,-1.75,18.4,,,110,
205,15,2014-11-09 23:59:00,11,Sunday,23:59,Transfer,Metrobus,16E,,StoredValue FF,-1.25,17.15,,,110,
206,0,2014-11-17 10:21:00,11,Monday,10:21,Entry,Metrobus,28A,,StoredValue FF,-1.75,15.4,,,111,0 days 00:18:00
207,1,2014-11-17 10:39:00,11,Monday,10:39,Transfer,DASH Bus,6,,StoredValue FF,0.0,15.4,,,111,
208,2,2014-11-22 11:24:00,11,Saturday,11:24,Entry,Metrobus,16B,,StoredValue FF,-1.75,13.65,,,112,0 days 00:38:00
209,3,2014-11-22 12:02:00,11,Saturday,12:02,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,13.65,,,112,
210,4,2014-11-22 12:26:00,11,Saturday,12:26,Exit,Metrorail,,Gallery Place,StoredValue FF,-1.25,12.4,,,112,
211,5,2014-11-22 18:47:00,11,Saturday,18:47,Entry,Metrorail,Gallery Place,,StoredValue FF,0.0,12.4,,,113,
212,6,2014-11-22 19:01:00,11,Saturday,19:01,Exit,Metrorail,Gallery Place,Pentagon,StoredValue FF,-1.75,10.65,,,113,
213,7,2014-11-22 19:15:00,11,Saturday,19:15,Transfer,Metrobus,16J,,StoredValue FF,-1.25,9.4,,,113,
214,8,2014-11-26 16:05:00,11,Wednesday,16:05,Threshold Autoload,Metrobus,7P,,StoredValue FF,20.0,29.4,,,113,
215,9,2014-11-26 16:05:00,11,Wednesday,16:05,Entry,Metrobus,7P,,StoredValue FF,-1.75,27.65,,,114,0 days 00:11:00
216,10,2014-11-26 16:16:00,11,Wednesday,16:16,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,27.65,,,114,
217,11,2014-11-26 16:34:00,11,Wednesday,16:34,Exit,Metrorail,,Union Station,StoredValue FF,-1.9,25.75,,,114,
218,12,2014-11-30 18:02:00,11,Sunday,18:02,Entry,Metrorail,Union Station,,StoredValue FF,0.0,25.75,,,115,
219,13,2014-11-30 18:32:00,11,Sunday,18:32,Exit,Metrorail,Union Station,Pentagon,StoredValue FF,-1.95,23.8,,,115,
220,14,2014-11-30 18:58:00,11,Sunday,18:58,Transfer,Metrobus,16B,,StoredValue FF,-1.25,22.55,,,115,
221,15,2014-12-09 16:56:00,12,Tuesday,16:56,Entry,DASH Bus,6,,StoredValue FF,-1.6,20.95,,,116,
222,0,2014-12-09 17:10:00,12,Tuesday,17:10,Transfer,Metrobus,28A,,StoredValue FF,-0.15,20.8,,,116,
223,1,2014-12-13 12:24:00,12,Saturday,12:24,Entry,Metrobus,16B,,StoredValue FF,-1.75,19.05,,,117,0 days 00:34:00
224,2,2014-12-13 12:58:00,12,Saturday,12:58,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,19.05,,,117,
225,3,2014-12-13 13:21:00,12,Saturday,13:21,Exit,Metrorail,,Smithsonian,StoredValue FF,-1.25,17.8,,,117,
226,4,2014-12-13 23:56:00,12,Saturday,23:56,Entry,Metrorail,Mt Vernon Square,,StoredValue FF,0.0,17.8,,,118,
227,5,2014-12-14 00:14:00,12,Sunday,0:14,Exit,Metrorail,Mt Vernon Square,Pentagon,StoredValue FF,-1.85,15.95,,,118,
228,6,2014-12-14 00:36:00,12,Sunday,0:36,Transfer,Metrobus,16E,,StoredValue FF,-1.25,14.7,,,118,
229,7,2014-12-22 19:07:00,12,Monday,19:07,Entry,DASH Bus,6,,StoredValue FF,-1.6,13.1,,,119,
230,8,2014-12-22 19:23:00,12,Monday,19:23,Transfer,Metrobus,28A,,StoredValue FF,-0.15,12.95,,,119,
231,9,2014-12-24 13:42:00,12,Wednesday,13:42,Entry,Metrobus,7A,,StoredValue FF,-1.75,11.2,,,120,0 days 00:13:00
232,10,2014-12-24 13:55:00,12,Wednesday,13:55,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,11.2,,,120,
233,11,2014-12-24 14:22:00,12,Wednesday,14:22,Exit,Metrorail,,Union Station,StoredValue FF,-1.45,9.75,,,120,
234,12,2015-01-04 15:05:00,1,Sunday,15:05,Threshold Autoload,Metrorail,Union Station,,StoredValue FF,20.0,29.75,,,120,
235,13,2015-01-04 15:05:00,1,Sunday,15:05,Entry,Metrorail,Union Station,,StoredValue FF,0.0,29.75,,,121,
236,14,2015-01-04 15:48:00,1,Sunday,15:48,Exit,Metrorail,Union Station,Pentagon,StoredValue FF,-1.95,27.8,,,121,
237,15,2015-01-04 16:01:00,1,Sunday,16:01,Transfer,Metrobus,16B,,StoredValue FF,-1.25,26.55,,,121,
238,0,2015-01-06 16:54:00,1,Tuesday,16:54,Entry,DASH Bus,6,,StoredValue FF,-1.6,24.95,,,122,
239,1,2015-01-06 17:08:00,1,Tuesday,17:08,Transfer,Metrobus,28A,,StoredValue FF,-0.15,24.8,,,122,
240,2,2015-01-07 17:26:00,1,Wednesday,17:26,Entry,DASH Bus,6,,StoredValue FF,-1.6,23.2,,,123,
241,3,2015-01-07 17:45:00,1,Wednesday,17:45,Transfer,Metrobus,28A,,StoredValue FF,-0.15,23.05,,,123,
242,4,2015-01-11 15:10:00,1,Sunday,15:10,Entry,Metrorail,Vienna,,StoredValue FF,0.0,23.05,,,124,
243,5,2015-01-11 15:55:00,1,Sunday,15:55,Exit,Metrorail,Vienna,Pentagon,StoredValue FF,-3.6,19.45,,,124,
244,6,2015-01-11 16:00:00,1,Sunday,16:00,Transfer,Metrobus,16B,,StoredValue FF,-1.25,18.2,,,124,
245,7,2015-01-13 19:26:00,1,Tuesday,19:26,Entry,DASH Bus,6,,StoredValue FF,-1.6,16.6,,,125,
246,8,2015-01-13 19:39:00,1,Tuesday,19:39,Transfer,Metrobus,28A,,StoredValue FF,-0.15,16.45,,,125,
247,9,2015-01-14 18:12:00,1,Wednesday,18:12,Entry,DASH Bus,6,,StoredValue FF,-1.6,14.85,,,126,
248,10,2015-01-15 16:54:00,1,Thursday,16:54,Entry,DASH Bus,6,,StoredValue FF,-1.6,13.25,,,127,
249,11,2015-01-15 17:12:00,1,Thursday,17:12,Transfer,Metrobus,28A,,StoredValue FF,-0.15,13.1,,,127,
250,12,2015-01-20 17:42:00,1,Tuesday,17:42,Entry,DASH Bus,6,,StoredValue FF,-1.6,11.5,,,128,
251,13,2015-01-22 16:54:00,1,Thursday,16:54,Entry,DASH Bus,6,,StoredValue FF,-1.6,9.9,,,129,
252,14,2015-01-22 17:04:00,1,Thursday,17:04,Threshold Autoload,Metrobus,28A,,StoredValue FF,20.0,29.9,,,129,
253,15,2015-01-22 17:04:00,1,Thursday,17:04,Transfer,Metrobus,28A,,StoredValue FF,-0.15,29.75,,,129,
254,0,2015-01-23 21:17:00,1,Friday,21:17,Entry,Metrobus,16A,,StoredValue FF,-1.75,28.0,,,130,0 days 00:25:00
255,1,2015-01-23 21:42:00,1,Friday,21:42,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,28.0,,,130,
256,2,2015-01-23 22:01:00,1,Friday,22:01,Exit,Metrorail,,Farragut West,StoredValue FF,-1.3,26.7,,,130,
257,3,2015-01-23 22:11:00,1,Friday,22:11,Transfer,Metrobus,42,,StoredValue FF,0.0,26.7,,,130,
258,4,2015-01-24 11:22:00,1,Saturday,11:22,Entry,Metrobus,42,,StoredValue FF,-1.75,24.95,,,131,
259,5,2015-01-24 14:36:00,1,Saturday,14:36,Entry,Metrorail,L'Enfant Plaza,,StoredValue FF,0.0,24.95,,,132,
260,6,2015-01-24 14:58:00,1,Saturday,14:58,Exit,Metrorail,L'Enfant Plaza,Pentagon,StoredValue FF,-1.75,23.2,,,132,
261,7,2015-01-24 15:01:00,1,Saturday,15:01,Transfer,Metrobus,16B,,StoredValue FF,-1.25,21.95,,,132,
262,8,2015-01-25 11:13:00,1,Sunday,11:13,Entry,Metrobus,16P,,StoredValue FF,-1.75,20.2,,,133,0 days 00:28:00
263,9,2015-01-25 11:41:00,1,Sunday,11:41,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,20.2,,,133,
264,10,2015-01-25 12:04:00,1,Sunday,12:04,Exit,Metrorail,,Rosslyn,StoredValue FF,-1.25,18.95,,,133,
265,11,2015-01-25 12:13:00,1,Sunday,12:13,Transfer,DC Circulator,Rosslyn - Dupont,,StoredValue FF,0.0,18.95,,,133,
266,12,2015-01-25 12:46:00,1,Sunday,12:46,Transfer,DC Circulator,Georgetown - Union,,StoredValue FF,0.0,18.95,,,133,
267,13,2015-01-25 13:05:00,1,Sunday,13:05,Transfer,Metrorail,,Farragut West,StoredValue FF,0.0,18.95,,,133,
268,14,2015-01-25 13:26:00,1,Sunday,13:26,Exit,Metrorail,,L'Enfant Plaza,StoredValue FF,-1.25,17.7,,,133,
269,15,2015-01-25 15:15:00,1,Sunday,15:15,Entry,Metrorail,L'Enfant Plaza,,StoredValue FF,0.0,17.7,,,134,
270,0,2015-01-25 15:33:00,1,Sunday,15:33,Exit,Metrorail,,Pentagon,StoredValue FF,-1.75,15.95,,,134,
271,1,2015-01-25 16:02:00,1,Sunday,16:02,Transfer,Metrobus,16B,,StoredValue FF,-1.25,14.7,,,134,
272,2,2015-01-27 17:08:00,1,Tuesday,17:08,Entry,DASH Bus,6,,StoredValue FF,-1.6,13.1,,,135,
273,3,2015-01-27 17:38:00,1,Tuesday,17:38,Transfer,Metrobus,28A,,StoredValue FF,-0.15,12.95,,,135,
274,4,2015-01-28 17:40:00,1,Wednesday,17:40,Entry,DASH Bus,6,,StoredValue FF,-1.6,11.35,,,136,
275,5,2015-01-29 17:07:00,1,Thursday,17:07,Entry,DASH Bus,6,,StoredValue FF,-1.6,9.75,,,137,
276,6,2015-01-29 17:24:00,1,Thursday,17:24,Threshold Autoload,Metrobus,28A,,StoredValue FF,20.0,29.75,,,137,
277,7,2015-01-29 17:24:00,1,Thursday,17:24,Transfer,Metrobus,28A,,StoredValue FF,-0.15,29.6,,,137,
278,8,2015-01-30 16:46:00,1,Friday,16:46,Entry,DASH Bus,6,,StoredValue FF,-1.6,28.0,,,138,
279,9,2015-01-30 17:10:00,1,Friday,17:10,Transfer,Metrobus,28A,,StoredValue FF,-0.15,27.85,,,138,
280,10,2015-01-30 20:31:00,1,Friday,20:31,Entry,Metrobus,16A,,StoredValue FF,-1.75,26.1,,,139,0 days 00:23:00
281,11,2015-01-30 20:54:00,1,Friday,20:54,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,26.1,,,139,
282,12,2015-01-30 21:24:00,1,Friday,21:24,Exit,Metrorail,,Dupont Circle,StoredValue FF,-1.45,24.65,,,139,
283,13,2015-01-31 01:30:00,1,Saturday,1:30,Entry,Metrorail,Foggy Bottom,,StoredValue FF,0.0,24.65,,,140,
284,14,2015-01-31 01:46:00,1,Saturday,1:46,Exit,Metrorail,Foggy Bottom,Pentagon,StoredValue FF,-2.15,22.5,,,140,
285,15,2015-01-31 16:59:00,1,Saturday,16:59,Entry,Metrobus,16B,,StoredValue FF,-1.75,20.75,,,141,0 days 00:36:00
286,0,2015-01-31 17:35:00,1,Saturday,17:35,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,20.75,,,141,
287,1,2015-01-31 17:52:00,1,Saturday,17:52,Exit,Metrorail,,Mt Vernon Square,StoredValue FF,-1.35,19.4,,,141,
288,2,2015-01-31 21:47:00,1,Saturday,21:47,Entry,Metrorail,Gallery Place,,StoredValue FF,0.0,19.4,,,142,
289,3,2015-01-31 22:02:00,1,Saturday,22:02,Exit,Metrorail,Gallery Place,Pentagon,StoredValue FF,-1.75,17.65,,,142,
290,4,2015-01-31 22:35:00,1,Saturday,22:35,Transfer,Metrobus,16B,,StoredValue FF,-1.25,16.4,,,142,
291,5,2015-02-01 16:49:00,2,Sunday,16:49,Entry,Metrobus,16B,,StoredValue FF,-1.75,14.65,,,143,0 days 00:38:00
292,6,2015-02-01 17:27:00,2,Sunday,17:27,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,14.65,,,143,
293,7,2015-02-01 17:50:00,2,Sunday,17:50,Exit,Metrorail,,New York Ave,StoredValue FF,-1.6,13.05,,,143,
294,8,2015-02-01 23:02:00,2,Sunday,23:02,Entry,Metrorail,New York Ave,,StoredValue FF,0.0,13.05,,,144,
295,9,2015-02-02 00:17:00,2,Monday,0:17,Exit,Metrorail,New York Ave,Pentagon,StoredValue FF,-2.1,10.95,,,144,
296,10,2015-02-02 00:29:00,2,Monday,0:29,Transfer,Metrobus,16E,,StoredValue FF,-1.25,9.7,,,144,
297,11,2015-02-03 17:24:00,2,Tuesday,17:24,Threshold Autoload,DASH Bus,6,,StoredValue FF,20.0,29.7,,,144,
298,12,2015-02-03 17:24:00,2,Tuesday,17:24,Entry,DASH Bus,6,,StoredValue FF,-1.6,28.1,,,145,
299,13,2015-02-03 17:40:00,2,Tuesday,17:40,Transfer,Metrobus,28A,,StoredValue FF,-0.15,27.95,,,145,
300,14,2015-02-04 17:10:00,2,Wednesday,17:10,Entry,DASH Bus,6,,StoredValue FF,-1.6,26.35,,,146,
301,15,2015-02-04 17:43:00,2,Wednesday,17:43,Transfer,Metrobus,28A,,StoredValue FF,-0.15,26.2,,,146,
302,0,2015-02-05 17:08:00,2,Thursday,17:08,Entry,DASH Bus,6,,StoredValue FF,-1.6,24.6,,,147,
303,1,2015-02-05 17:48:00,2,Thursday,17:48,Transfer,Metrobus,28A,,StoredValue FF,-0.15,24.45,,,147,
304,2,2015-02-06 17:07:00,2,Friday,17:07,Entry,DASH Bus,6,,StoredValue FF,-1.6,22.85,,,148,
305,3,2015-02-06 17:23:00,2,Friday,17:23,Transfer,Metrobus,28X,,StoredValue FF,-0.15,22.7,,,148,
306,4,2015-02-09 17:54:00,2,Monday,17:54,Entry,DASH Bus,6,,StoredValue FF,-1.6,21.1,,,149,
307,5,2015-02-09 18:16:00,2,Monday,18:16,Transfer,Metrobus,28A,,StoredValue FF,-0.15,20.95,,,149,
308,6,2015-02-10 17:10:00,2,Tuesday,17:10,Entry,DASH Bus,6,,StoredValue FF,-1.6,19.35,,,150,
309,7,2015-02-10 17:20:00,2,Tuesday,17:20,Transfer,Metrobus,28A,,StoredValue FF,-0.15,19.2,,,150,
310,8,2015-02-14 17:36:00,2,Saturday,17:36,Entry,Metrobus,16B,,StoredValue FF,-1.75,17.45,,,151,0 days 00:28:00
311,9,2015-02-14 18:04:00,2,Saturday,18:04,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,17.45,,,151,
312,10,2015-02-14 18:21:00,2,Saturday,18:21,Exit,Metrorail,,Farragut West,StoredValue FF,-1.3,16.15,,,151,
313,11,2015-02-14 18:32:00,2,Saturday,18:32,Transfer,Metrobus,L3,,StoredValue FF,0.0,16.15,,,151,
314,12,2015-02-15 10:01:00,2,Sunday,10:01,Entry,Metrobus,30S,,StoredValue FF,-1.75,14.4,,,152,0 days 00:17:00
315,13,2015-02-15 10:18:00,2,Sunday,10:18,Transfer,Metrorail,,Farragut West,StoredValue FF,0.0,14.4,,,152,
316,14,2015-02-15 10:55:00,2,Sunday,10:55,Exit,Metrorail,,Pentagon,StoredValue FF,-1.3,13.1,,,152,
317,15,2015-02-15 10:57:00,2,Sunday,10:57,Transfer,Metrobus,16P,,StoredValue FF,0.0,13.1,,,152,
318,0,2015-02-18 17:08:00,2,Wednesday,17:08,Entry,DASH Bus,6,,StoredValue FF,-1.6,11.5,,,153,
319,1,2015-02-18 17:20:00,2,Wednesday,17:20,Transfer,Metrobus,28A,,StoredValue FF,-0.15,11.35,,,153,
320,2,2015-02-18 20:02:00,2,Wednesday,20:02,Entry,Metrobus,28A,,StoredValue FF,-1.75,9.6,,,154,
321,3,2015-02-24 17:49:00,2,Tuesday,17:49,Threshold Autoload,Metrobus,7P,,StoredValue FF,20.0,29.6,,,154,
322,4,2015-02-24 17:49:00,2,Tuesday,17:49,Entry,Metrobus,7P,,StoredValue FF,-1.75,27.85,,,155,0 days 00:10:00
323,5,2015-02-24 17:59:00,2,Tuesday,17:59,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,27.85,,,155,
324,6,2015-02-24 18:35:00,2,Tuesday,18:35,Exit,Metrorail,,Gallery Place,StoredValue FF,-1.65,26.2,,,155,
325,7,2015-02-24 21:48:00,2,Tuesday,21:48,Entry,Metrorail,Gallery Place,,StoredValue FF,0.0,26.2,,,156,
326,8,2015-02-24 21:58:00,2,Tuesday,21:58,Exit,Metrorail,Gallery Place,Pentagon,StoredValue FF,-1.75,24.45,,,156,
327,9,2015-02-24 22:04:00,2,Tuesday,22:04,Transfer,Metrobus,16B,,StoredValue FF,-1.25,23.2,,,156,
328,10,2015-02-25 17:04:00,2,Wednesday,17:04,Entry,Metrobus,7P,,StoredValue FF,-1.75,21.45,,,157,0 days 00:12:00
329,11,2015-02-25 17:16:00,2,Wednesday,17:16,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,21.45,,,157,
330,12,2015-02-25 17:32:00,2,Wednesday,17:32,Exit,Metrorail,,Foggy Bottom,StoredValue FF,-1.65,19.8,,,157,
331,13,2015-02-25 21:41:00,2,Wednesday,21:41,Entry,Metrorail,Foggy Bottom,,StoredValue FF,0.0,19.8,,,158,
332,14,2015-02-25 22:17:00,2,Wednesday,22:17,Exit,Metrorail,Foggy Bottom,Pentagon,StoredValue FF,-1.75,18.05,,,158,
333,15,2015-02-25 22:19:00,2,Wednesday,22:19,Transfer,Metrobus,16A,,StoredValue FF,-1.25,16.8,,,158,
334,0,2015-03-04 18:04:00,3,Wednesday,18:04,Entry,DASH Bus,6,,StoredValue FF,-1.6,15.2,,,159,
335,1,2015-03-04 18:11:00,3,Wednesday,18:11,Transfer,Metrobus,28A,,StoredValue FF,-0.15,15.05,,,159,
336,2,2015-03-10 18:45:00,3,Tuesday,18:45,Entry,DASH Bus,6,,StoredValue FF,-1.6,13.45,,,160,
337,3,2015-03-10 18:56:00,3,Tuesday,18:56,Transfer,Metrobus,28A,,StoredValue FF,-0.15,13.3,,,160,
338,4,2015-03-15 12:14:00,3,Sunday,12:14,Entry,Metrobus,28A,,StoredValue FF,-1.75,11.55,,,161,
339,5,2015-03-15 16:15:00,3,Sunday,16:15,Entry,Metrobus,28A,,StoredValue FF,-1.75,9.8,,,162,
340,6,2015-03-20 18:53:00,3,Friday,18:53,Threshold Autoload,DASH Bus,6,,StoredValue FF,20.0,29.8,,,162,
341,7,2015-03-20 18:53:00,3,Friday,18:53,Entry,DASH Bus,6,,StoredValue FF,-1.6,28.2,,,163,
342,8,2015-03-20 19:19:00,3,Friday,19:19,Transfer,Metrobus,28A,,StoredValue FF,-0.15,28.05,,,163,
343,9,2015-03-21 16:11:00,3,Saturday,16:11,Entry,Metrobus,16J,,StoredValue FF,-1.75,26.3,,,164,0 days 00:33:00
344,10,2015-03-21 16:44:00,3,Saturday,16:44,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,26.3,,,164,
345,11,2015-03-21 17:15:00,3,Saturday,17:15,Exit,Metrorail,,Archives,StoredValue FF,-1.25,25.05,,,164,
346,12,2015-03-21 18:55:00,3,Saturday,18:55,Entry,Metrorail,Archives,,StoredValue FF,0.0,25.05,,,165,
347,13,2015-03-21 19:26:00,3,Saturday,19:26,Exit,Metrorail,Archives,Crystal City,StoredValue FF,-1.9,23.15,,,165,
348,14,2015-03-21 22:53:00,3,Saturday,22:53,Entry,Metrorail,Crystal City,,StoredValue FF,0.0,23.15,,,166,
349,15,2015-03-21 23:16:00,3,Saturday,23:16,Exit,Metrorail,Crystal City,Pentagon,StoredValue FF,-1.75,21.4,,,166,
350,0,2015-03-21 23:23:00,3,Saturday,23:23,Transfer,Metrobus,16E,,StoredValue FF,-1.25,20.15,,,166,
351,1,2015-03-26 21:44:00,3,Thursday,21:44,Entry,Metrorail,Rosslyn,,StoredValue FF,0.0,20.15,,,167,
352,2,2015-03-26 22:00:00,3,Thursday,22:00,Exit,Metrorail,Rosslyn,Pentagon,StoredValue FF,-1.75,18.4,,,167,
353,3,2015-03-26 22:03:00,3,Thursday,22:03,Transfer,Metrobus,16B,,StoredValue FF,-1.25,17.15,,,167,
354,4,2015-04-03 15:22:00,4,Friday,15:22,Entry,DASH Bus,6,,StoredValue FF,-1.6,15.55,,,168,
355,5,2015-04-03 15:33:00,4,Friday,15:33,Transfer,Metrobus,28A,,StoredValue FF,-0.15,15.4,,,168,
356,6,2015-04-04 07:31:00,4,Saturday,7:31,Entry,Metrobus,16J,,StoredValue FF,-1.75,13.65,,,169,0 days 00:29:00
357,7,2015-04-04 08:00:00,4,Saturday,8:00,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,13.65,,,169,
358,8,2015-04-04 08:30:00,4,Saturday,8:30,Exit,Metrorail,,Union Station,StoredValue FF,-1.45,12.2,,,169,
359,9,2015-04-04 22:07:00,4,Saturday,22:07,Entry,Metrorail,Union Station,,StoredValue FF,0.0,12.2,,,170,
360,10,2015-04-04 22:33:00,4,Saturday,22:33,Exit,Metrorail,Union Station,Pentagon,StoredValue FF,-1.95,10.25,,,170,
361,11,2015-04-04 22:45:00,4,Saturday,22:45,Transfer,Metrobus,16J,,StoredValue FF,-1.25,9.0,,,170,
362,12,2015-04-09 21:52:00,4,Thursday,21:52,Threshold Autoload,Metrobus,28A,,StoredValue FF,20.0,29.0,,,170,
363,13,2015-04-09 21:52:00,4,Thursday,21:52,Entry,Metrobus,28A,,StoredValue FF,-1.75,27.25,,,171,
364,14,2015-04-11 14:02:00,4,Saturday,14:02,Entry,Metrorail,King Street,,StoredValue FF,0.0,27.25,,,172,
365,15,2015-04-11 14:29:00,4,Saturday,14:29,Exit,Metrorail,King Street,Foggy Bottom,StoredValue FF,-2.9,24.35,,,172,
366,0,2015-04-11 18:54:00,4,Saturday,18:54,Entry,Metrorail,Smithsonian,,StoredValue FF,0.0,24.35,,,173,
367,1,2015-04-11 19:48:00,4,Saturday,19:48,Exit,Metrorail,Smithsonian,King Street,StoredValue FF,-2.75,21.6,,,173,
368,2,2015-04-12 11:14:00,4,Sunday,11:14,Entry,Metrorail,Pentagon,,StoredValue FF,0.0,21.6,,,174,
369,3,2015-04-12 11:36:00,4,Sunday,11:36,Exit,Metrorail,Pentagon,Archives,StoredValue FF,-1.75,19.85,,,174,
370,4,2015-04-14 17:24:00,4,Tuesday,17:24,Entry,DASH Bus,6,,StoredValue FF,-1.6,18.25,,,175,
371,5,2015-04-14 17:53:00,4,Tuesday,17:53,Transfer,Metrobus,28A,,StoredValue FF,-0.15,18.1,,,175,
372,6,2015-04-18 12:36:00,4,Saturday,12:36,Entry,Metrobus,16B,,StoredValue FF,-1.75,16.35,,,176,0 days 00:30:00
373,7,2015-04-18 13:06:00,4,Saturday,13:06,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,16.35,,,176,
374,8,2015-04-18 13:19:00,4,Saturday,13:19,Exit,Metrorail,,Foggy Bottom,StoredValue FF,-1.25,15.1,,,176,
375,9,2015-04-18 21:59:00,4,Saturday,21:59,Entry,DC Circulator,Rosslyn - Dupont,,StoredValue FF,-1.0,14.1,,,177,
376,10,2015-04-19 01:46:00,4,Sunday,1:46,Entry,Metrorail,Foggy Bottom,,StoredValue FF,0.0,14.1,,,178,
377,11,2015-04-19 02:03:00,4,Sunday,2:03,Exit,Metrorail,Foggy Bottom,Pentagon,StoredValue FF,-2.15,11.95,,,178,
378,12,2015-04-19 02:13:00,4,Sunday,2:13,Transfer,Metrobus,16E,,StoredValue FF,-1.25,10.7,,,178,
379,13,2015-04-25 11:40:00,4,Saturday,11:40,Entry,Metrobus,16J,,StoredValue FF,-1.75,8.95,,,179,0 days 00:30:00
381,14,2015-04-25 12:10:00,4,Saturday,12:10,Threshold Autoload,Metrorail,Pentagon,,StoredValue FF,20.0,28.95,,,179,
380,15,2015-04-25 12:10:00,4,Saturday,12:10,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,28.95,,,179,
382,0,2015-04-25 12:26:00,4,Saturday,12:26,Exit,Metrorail,,Gallery Place,StoredValue FF,-1.25,27.7,,,179,
383,1,2015-04-25 16:28:00,4,Saturday,16:28,Entry,Metrorail,Gallery Place,,StoredValue FF,0.0,27.7,,,180,
384,2,2015-04-25 16:45:00,4,Saturday,16:45,Exit,Metrorail,Gallery Place,Pentagon,StoredValue FF,-1.75,25.95,,,180,
385,3,2015-04-25 17:02:00,4,Saturday,17:02,Transfer,Metrobus,16B,,StoredValue FF,-1.25,24.7,,,180,
386,4,2015-05-02 21:06:00,5,Saturday,21:06,Entry,Metrobus,16B,,StoredValue FF,-1.75,22.95,,,181,0 days 00:28:00
387,5,2015-05-02 21:34:00,5,Saturday,21:34,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,22.95,,,181,
388,6,2015-05-02 22:07:00,5,Saturday,22:07,Exit,Metrorail,,Woodley Park-Zoo,StoredValue FF,-1.7,21.25,,,181,
389,7,2015-05-02 22:11:00,5,Saturday,22:11,Transfer,DC Circulator,Woodley - AdMo,,StoredValue FF,0.0,21.25,,,181,
